use_no, field_name, old_value, new_value, error_id
755436, ACRE_PLANTED, 1451, 641.63, 25465
755437, ACRE_TREATED, 1140, 641.63, 25466
393674, LBS_PRD_USED, 5.8271, 5.8271, 16190
393674, AMT_PRD_USED, 37.5, .5153, 16190
372463, LBS_PRD_USED, 27.3361, 27.3361, 15594
372463, AMT_PRD_USED, 364.56, 2.8536, 15594
88099, ACRE_PLANTED, 1702, 639.4, 9787
88100, ACRE_PLANTED, 1702, 639.4, 9788
3922683, LBS_PRD_USED, .0459, .0459, 122800
3922683, AMT_PRD_USED, 216, .7346, 122800
755437, ACRE_PLANTED, 1451, 641.63, 25467
755438, ACRE_TREATED, 1140, 641.63, 25468
755438, ACRE_PLANTED, 1451, 641.63, 25469
755439, ACRE_TREATED, 1140, 641.63, 25470
755439, ACRE_PLANTED, 1451, 641.63, 25471
755440, ACRE_TREATED, 1140, 641.63, 25472
755440, ACRE_PLANTED, 1451, 641.63, 25473
755441, ACRE_TREATED, 1140, 641.63, 25474
755441, ACRE_PLANTED, 1451, 641.63, 25475
88134, ACRE_PLANTED, 1702, 639.4, 9789
88135, ACRE_PLANTED, 1702, 639.4, 9790
388586, LBS_PRD_USED, .0069, .0069, 15993
388586, AMT_PRD_USED, 15, 2.9997, 15993
3922516, LBS_PRD_USED, .0775, .0775, 122776
3922516, AMT_PRD_USED, 56, 1.032, 122776
3922525, LBS_PRD_USED, .0134, .0134, 122777
3922525, AMT_PRD_USED, 10, .1779, 122777
455048, SITE_CODE, 013001, -1, 17764
3922468, LBS_PRD_USED, .0007, .0007, 122771
3922468, AMT_PRD_USED, 3, .0089, 122771
3922473, ACRE_TREATED, .01, 1.69, 122772
3922480, ACRE_TREATED, .42, 1.73, 122773
3922483, ACRE_TREATED, .42, 1.73, 122774
3922484, LBS_PRD_USED, .0261, .0261, 122775
3922484, AMT_PRD_USED, 24, .347, 122775
450690, SITE_CODE, 013001, -1, 17674
450698, SITE_CODE, 013001, -1, 17675
450699, SITE_CODE, 013001, -1, 17676
3922449, LBS_PRD_USED, 13.0682, 13.0682, 122767
3922449, AMT_PRD_USED, 30, 5.9277, 122767
449207, LBS_PRD_USED, .0377, .0377, 17649
449207, AMT_PRD_USED, 2.5, .5026, 17649
448391, LBS_PRD_USED, .9373, .9373, 17628
448391, AMT_PRD_USED, 64, 12.5127, 17628
455348, SITE_CODE, 013001, -1, 17771
454279, SITE_CODE, 013001, -1, 17737
454280, SITE_CODE, 013001, -1, 17738
454281, SITE_CODE, 013001, -1, 17739
454327, SITE_CODE, 013001, -1, 17740
454544, SITE_CODE, 013001, -1, 17750
448926, SITE_CODE, 002009, -1, 17642
454888, LBS_PRD_USED, .4576, .4576, 17757
454888, AMT_PRD_USED, 5.25, .375, 17757
3922585, LBS_PRD_USED, .0007, .0007, 122785
3922585, AMT_PRD_USED, 3, .0089, 122785
455173, SITE_CODE, 013001, -1, 17766
455174, SITE_CODE, 013001, -1, 17767
455175, SITE_CODE, 013001, -1, 17768
451662, SITE_CODE, 013001, -1, 17684
451663, SITE_CODE, 013001, -1, 17685
450549, SITE_CODE, 013001, -1, 17672
458366, LBS_PRD_USED, .0128, .0128, 17824
458366, AMT_PRD_USED, 1.28, .2044, 17824
3922718, LBS_PRD_USED, .0424, .0424, 122813
3922718, AMT_PRD_USED, 60, .6791, 122813
452072, SITE_CODE, 013001, -1, 17689
452073, SITE_CODE, 013001, -1, 17690
452074, SITE_CODE, 013001, -1, 17691
22441, ACRE_TREATED, 1028, 641.63, 408
22441, ACRE_PLANTED, 1451, 641.63, 409
22442, ACRE_TREATED, 1028, 641.63, 410
22442, ACRE_PLANTED, 1451, 641.63, 411
22443, ACRE_TREATED, 1028, 641.63, 412
22443, ACRE_PLANTED, 1451, 641.63, 413
22444, ACRE_TREATED, 1028, 641.63, 414
22444, ACRE_PLANTED, 1451, 641.63, 415
49803, ACRE_TREATED, .2, 16.4, 9222
241676, ACRE_PLANTED, 806, 650.65, 13096
241686, ACRE_PLANTED, 806, 650.65, 13098
241687, ACRE_PLANTED, 806, 650.65, 13099
1161606, ACRE_PLANTED, 811, 687.52, 35246
1161642, ACRE_PLANTED, 811, 687.52, 35273
1161634, ACRE_PLANTED, 811, 687.52, 35265
1161635, ACRE_PLANTED, 811, 687.52, 35266
1161636, ACRE_PLANTED, 811, 687.52, 35267
1161637, ACRE_PLANTED, 811, 687.52, 35268
1161638, ACRE_PLANTED, 811, 687.52, 35269
1161639, ACRE_PLANTED, 811, 687.52, 35270
1161640, ACRE_PLANTED, 811, 687.52, 35271
1161641, ACRE_PLANTED, 811, 687.52, 35272
1566967, LBS_PRD_USED, .0194, .0194, 47325
1566967, AMT_PRD_USED, 11, .288, 47325
150464, LBS_PRD_USED, .0219, .0219, 10947
150464, AMT_PRD_USED, 540, 9.6223, 10947
150465, LBS_PRD_USED, .0337, .0337, 10948
150465, AMT_PRD_USED, 990, 14.8177, 10948
150466, LBS_PRD_USED, .0416, .0416, 10949
150466, AMT_PRD_USED, 1350, 18.282, 10949
172413, LBS_PRD_USED, 3.4514, 3.4514, 11840
172413, AMT_PRD_USED, 383.04, 47.3608, 11840
3920769, ACRE_TREATED, .01, 1.69, 122621
3920781, LBS_PRD_USED, .0007, .0007, 122623
3920781, AMT_PRD_USED, 3, .0089, 122623
149662, LBS_PRD_USED, .0918, .0918, 10884
149662, AMT_PRD_USED, 200, 1.2589, 10884
149663, LBS_PRD_USED, .0918, .0918, 10885
149663, AMT_PRD_USED, 100, 1.2589, 10885
151813, LBS_PRD_USED, 11.5443, 11.5443, 10983
151813, AMT_PRD_USED, 160, 1.3333, 10983
159329, LBS_PRD_USED, .0105, .0105, 11294
159329, AMT_PRD_USED, 8, .1577, 11294
159331, LBS_PRD_USED, .0385, .0385, 11296
159331, AMT_PRD_USED, 3, .5509, 11296
172978, LBS_PRD_USED, .0001, .0001, 11852
172978, AMT_PRD_USED, 2, .0016, 11852
172985, LBS_PRD_USED, .0009, .0009, 11853
172985, AMT_PRD_USED, 11, .0116, 11853
172987, LBS_PRD_USED, .0002, .0002, 11854
172987, AMT_PRD_USED, 12, .0036, 11854
172990, LBS_PRD_USED, .0002, .0002, 11855
172990, AMT_PRD_USED, 4, .0021, 11855
3950351, ACRE_TREATED, .25, 8424.87, 127988
3950352, ACRE_TREATED, .25, 386.59, 127989
3950353, ACRE_TREATED, .75, 43841.2, 127990
3950354, ACRE_TREATED, .75, 14133.87, 127991
3950355, ACRE_TREATED, .75, 13358.4, 127992
3950368, LBS_PRD_USED, 1400.4547, 1400.4547, 127996
3950368, AMT_PRD_USED, 960, 159.9028, 127996
3950371, ACRE_TREATED, .44, 1.75, 127997
3920863, LBS_PRD_USED, .0027, .0027, 122629
3920863, AMT_PRD_USED, 9, .0356, 122629
171387, LBS_PRD_USED, 4.0367, 4.0367, 11806
171387, AMT_PRD_USED, 448, 55.3926, 11806
171405, LBS_PRD_USED, .2625, .2625, 11807
171405, AMT_PRD_USED, 22.5, 4.1999, 11807
171437, LBS_PRD_USED, 1.9073, 1.9073, 11812
171437, AMT_PRD_USED, 105.84, 26.1731, 11812
3920916, ACRE_TREATED, .06, 10.12, 122633
3920918, LBS_PRD_USED, .0094, .0094, 122634
3920918, AMT_PRD_USED, 15, .1246, 122634
3921015, LBS_PRD_USED, .0143, .0143, 122638
3921015, AMT_PRD_USED, 10, .204, 122638
112773, SITE_CODE, 066002, -1, 10356
112774, SITE_CODE, 066002, -1, 10357
159687, LBS_PRD_USED, .1119, .1119, 11358
159687, AMT_PRD_USED, 18, 1.8692, 11358
3950570, AMT_PRD_USED, 45.6, 1.9071, 128162
112490, SITE_CODE, 066002, -1, 10353
112491, SITE_CODE, 066002, -1, 10354
113389, SITE_CODE, 066002, -1, 10364
113390, SITE_CODE, 066002, -1, 10365
171903, LBS_PRD_USED, 1.7661, 1.7661, 11830
171903, AMT_PRD_USED, 85.75, 24.2342, 11830
171906, LBS_PRD_USED, 2.2706, 2.2706, 11831
171906, AMT_PRD_USED, 141.75, 31.1582, 11831
3921123, LBS_PRD_USED, .0655, .0655, 122658
3921123, AMT_PRD_USED, 20, .9868, 122658
3921174, LBS_PRD_USED, .1555, .1555, 122665
3921174, AMT_PRD_USED, 12, 2.2825, 122665
3921201, LBS_PRD_USED, .0583, .0583, 122674
3921201, AMT_PRD_USED, 12.5, .8339, 122674
148920, LBS_PRD_USED, .0918, .0918, 10875
148920, AMT_PRD_USED, 20, .0098, 10875
172194, LBS_PRD_USED, 2.1798, 2.1798, 11833
172194, AMT_PRD_USED, 120.96, 29.912, 11833
172213, LBS_PRD_USED, .1855, .1855, 11834
172213, AMT_PRD_USED, 10.6, 2.968, 11834
172301, LBS_PRD_USED, 2.0486, 2.0486, 11836
172301, AMT_PRD_USED, 113.68, 28.1117, 11836
3920938, ACRE_TREATED, .01, .78, 122635
149652, LBS_PRD_USED, .0627, .0627, 10881
149652, AMT_PRD_USED, 50, 1.4692, 10881
149658, LBS_PRD_USED, .0918, .0918, 10883
149658, AMT_PRD_USED, 100, 1.2589, 10883
3921023, LBS_PRD_USED, .0096, .0096, 122643
3921023, AMT_PRD_USED, 10, .1378, 122643
3921025, LBS_PRD_USED, .0096, .0096, 122645
3921025, AMT_PRD_USED, 10, .1378, 122645
3921039, LBS_PRD_USED, .0128, .0128, 122651
3921037, LBS_PRD_USED, .0096, .0096, 122649
3921037, AMT_PRD_USED, 11.25, .1376, 122649
3921039, AMT_PRD_USED, 11.25, .1824, 122651
3921041, LBS_PRD_USED, .008, .008, 122653
3921041, AMT_PRD_USED, 11.25, .1147, 122653
3921043, LBS_PRD_USED, .0197, .0197, 122655
3921043, AMT_PRD_USED, 11.25, .2821, 122655
3921060, LBS_PRD_USED, .0114, .0114, 122656
3921060, AMT_PRD_USED, 18, .1512, 122656
3950377, ACRE_TREATED, .1, 1073.45, 128003
3950378, ACRE_TREATED, .1, 6739.51, 128004
3950387, ACRE_TREATED, .25, .95, 128005
671357, LBS_PRD_USED, .0225, .0225, 23157
671357, AMT_PRD_USED, 38, .3274, 23157
1284804, AMT_PRD_USED, 2.5, .25, 40500
627923, LBS_PRD_USED, .0162, .0162, 21722
627923, AMT_PRD_USED, 6, .2318, 21722
515925, LBS_PRD_USED, .0034, .0034, 18890
515925, AMT_PRD_USED, 8, 1.5037, 18890
515926, LBS_PRD_USED, .0176, .0176, 18891
515926, AMT_PRD_USED, 8, .2817, 18891
491144, LBS_PRD_USED, .0017, .0017, 18606
491144, AMT_PRD_USED, 1.5, .0269, 18606
491147, LBS_PRD_USED, .0086, .0086, 18607
491147, AMT_PRD_USED, .75, .134, 18607
470302, UNIT_TREATED, P, ?, 18023
470302, UNIT_PLANTED, T, ?, 18024
601565, UNIT_TREATED, A, U, 21134
634346, LBS_PRD_USED, .0753, .0753, 22089
634346, AMT_PRD_USED, 4500, 36.5759, 22089
634348, LBS_PRD_USED, .1653, .1653, 22090
634348, AMT_PRD_USED, 240, 2.6446, 22090
1284804, LBS_PRD_USED, .0176, .0176, 40500
1284806, ACRE_TREATED, .05, .42, 40501
516178, LBS_PRD_USED, .2551, .2551, 18914
490199, LBS_PRD_USED, 1.4059, 1.4059, 18570
490199, AMT_PRD_USED, 60, 18.769, 18570
751241, LBS_PRD_USED, .7, .7, 25390
751241, AMT_PRD_USED, 96, 11.2, 25390
671947, SITE_CODE, 099999, -1, 23172
516178, AMT_PRD_USED, 7200, 115.6997, 18914
750986, LBS_PRD_USED, 2.5229, 2.5229, 25383
750986, AMT_PRD_USED, 175, 34.6205, 25383
672856, SITE_CODE, 099999, -1, 23178
621497, LBS_PRD_USED, 1.1301, 1.1301, 21566
621497, AMT_PRD_USED, 16.08, 1.1301, 21566
621510, LBS_PRD_USED, 1.3859, 1.3859, 21567
621510, AMT_PRD_USED, 29.58, 1.3859, 21567
490313, LBS_PRD_USED, .0614, .0614, 18572
490313, AMT_PRD_USED, 6, 1.0263, 18572
670354, LBS_PRD_USED, .0035, .0035, 23014
670354, AMT_PRD_USED, 651, 1.6075, 23014
670363, LBS_PRD_USED, .0024, .0024, 23023
670363, AMT_PRD_USED, 651, 1.0869, 23023
670367, LBS_PRD_USED, .0035, .0035, 23027
670367, AMT_PRD_USED, 651, 1.601, 23027
670368, LBS_PRD_USED, .0033, .0033, 23028
670368, AMT_PRD_USED, 651, 1.4969, 23028
4029651, ACRE_PLANTED, 3, 8, 157172
4029660, ACRE_PLANTED, 9, 9.75, 157181
4029672, AMT_PRD_USED, 1.4, .0001, 157198
4029673, LBS_PRD_USED, .0001, .0001, 157200
4029674, AMT_PRD_USED, 1.4, .0001, 157202
4029681, ACRE_PLANTED, 10.1, 10.2, 157210
4029689, ACRE_PLANTED, 11.25, 17.4, 157218
4029695, ACRE_PLANTED, 12.7, 12.9, 157224
4029709, UNIT_TREATED, A, S, 157243
4029722, ACRE_PLANTED, 10.4, 10.86, 157260
4029723, ACRE_PLANTED, 10.1, 10.2, 157261
4029739, ACRE_PLANTED, 9, 9.1, 157277
4029747, ACRE_PLANTED, 6, 7, 157285
4029749, ACRE_PLANTED, 10, 10.2, 157287
4029752, ACRE_PLANTED, 10, 10.2, 157290
632968, UNIT_TREATED, S, A, 21912
632999, LBS_PRD_USED, .0355, .0355, 21914
632999, AMT_PRD_USED, 33, .0046, 21914
515057, LBS_PRD_USED, .2571, .2571, 18811
515057, AMT_PRD_USED, 84, 4.1139, 18811
490435, LBS_PRD_USED, .004, .004, 18576
490435, AMT_PRD_USED, 21, .0568, 18576
490440, LBS_PRD_USED, .0272, .0272, 18577
490440, AMT_PRD_USED, 6, .3666, 18577
625445, LBS_PRD_USED, .1013, .1013, 21635
625445, AMT_PRD_USED, 25, .0111, 21635
625446, LBS_PRD_USED, .1131, .1131, 21636
625446, AMT_PRD_USED, 25, .0143, 21636
634562, ACRE_TREATED, .01, 7.28, 22094
649330, LBS_PRD_USED, .0002, .0002, 22552
649330, AMT_PRD_USED, 6, .0037, 22552
633060, LBS_PRD_USED, .0346, .0346, 21925
633060, AMT_PRD_USED, 2000, .0039, 21925
515213, LBS_PRD_USED, 1.2489, 1.2489, 18826
515213, AMT_PRD_USED, 300, 17.4457, 18826
515214, LBS_PRD_USED, .1577, .1577, 18827
515214, AMT_PRD_USED, 50, 2.2027, 18827
515216, LBS_PRD_USED, .1577, .1577, 18828
515216, AMT_PRD_USED, 50, 2.2027, 18828
515218, LBS_PRD_USED, 1.2489, 1.2489, 18829
515218, AMT_PRD_USED, 300, 17.4457, 18829
515221, LBS_PRD_USED, 1.2489, 1.2489, 18830
515221, AMT_PRD_USED, 300, 17.4457, 18830
515234, LBS_PRD_USED, .0627, .0627, 18833
515234, AMT_PRD_USED, 50, 1.4692, 18833
515239, LBS_PRD_USED, .0627, .0627, 18835
515239, AMT_PRD_USED, 50, 1.4692, 18835
625462, LBS_PRD_USED, .0024, .0024, 21639
625462, AMT_PRD_USED, .5, .0336, 21639
625463, LBS_PRD_USED, .0007, .0007, 21641
625463, AMT_PRD_USED, 10, .0122, 21641
625476, LBS_PRD_USED, .3602, .3602, 21642
625476, AMT_PRD_USED, 10, .0393, 21642
515303, LBS_PRD_USED, .7884, .7884, 18840
515303, AMT_PRD_USED, 170, 11.0137, 18840
632432, LBS_PRD_USED, .0753, .0753, 21833
632432, AMT_PRD_USED, 4500, 36.5759, 21833
632434, LBS_PRD_USED, .1653, .1653, 21834
632434, AMT_PRD_USED, 240, 2.6446, 21834
632487, UNIT_TREATED, S, A, 21836
515402, LBS_PRD_USED, .1377, .1377, 18844
515402, AMT_PRD_USED, 50, 2.2039, 18844
515514, LBS_PRD_USED, .0627, .0627, 18850
515514, AMT_PRD_USED, 50, 1.4692, 18850
619435, LBS_PRD_USED, 2.0606, 2.0606, 21524
619435, AMT_PRD_USED, 54.98, 2.0606, 21524
3923564, LBS_PRD_USED, .043, .043, 122860
3923564, AMT_PRD_USED, 4, .5449, 122860
515564, LBS_PRD_USED, .0627, .0627, 18853
515564, AMT_PRD_USED, 50, 1.4692, 18853
515567, LBS_PRD_USED, .0627, .0627, 18855
515567, AMT_PRD_USED, 50, 1.4692, 18855
619436, LBS_PRD_USED, .4898, .4898, 21525
619436, AMT_PRD_USED, 2.58, .0509, 21525
619861, ACRE_TREATED, .72, 2.91, 21532
515757, LBS_PRD_USED, .0042, .0042, 18871
515757, AMT_PRD_USED, 8, 1.8507, 18871
3974779, LBS_PRD_USED, .0468, .0468, 131825
3974779, AMT_PRD_USED, 12, .7008, 131825
627662, ACRE_TREATED, .66, 67.44, 21690
632708, LBS_PRD_USED, .0753, .0753, 21865
632708, AMT_PRD_USED, 4500, 36.5759, 21865
632710, LBS_PRD_USED, .1653, .1653, 21866
515816, LBS_PRD_USED, .0627, .0627, 18884
515816, AMT_PRD_USED, 50, 1.4692, 18884
622589, LBS_PRD_USED, .0144, .0144, 21582
622589, AMT_PRD_USED, 68.42, .1911, 21582
622860, LBS_PRD_USED, .0045, .0045, 21593
622860, AMT_PRD_USED, 8, .06, 21593
622971, LBS_PRD_USED, .0096, .0096, 21601
622971, AMT_PRD_USED, 45.43, .127, 21601
632710, AMT_PRD_USED, 240, 2.6446, 21866
1091734, LBS_PRD_USED, .0006, .0006, 32894
1091734, AMT_PRD_USED, 11.2, .2694, 32894
684825, LBS_PRD_USED, .0125, .0125, 23571
684825, AMT_PRD_USED, 7, .2057, 23571
723786, LBS_PRD_USED, 11.1002, 11.1002, 24376
723786, AMT_PRD_USED, 181.76, 1.2081, 24376
716354, SITE_CODE, 013001, -1, 24287
716355, SITE_CODE, 013001, -1, 24288
716356, SITE_CODE, 013001, -1, 24289
712120, LBS_PRD_USED, .0006, .0006, 24134
712120, AMT_PRD_USED, .4, .0006, 24134
715725, LBS_PRD_USED, 4.0959, 4.0959, 24267
715725, AMT_PRD_USED, 576, 56.9994, 24267
715729, LBS_PRD_USED, 6.1439, 6.1439, 24268
715729, AMT_PRD_USED, 864, 85.499, 24268
715733, LBS_PRD_USED, 5.0516, 5.0516, 24269
715733, AMT_PRD_USED, 710.4, 70.2992, 24269
722358, LBS_PRD_USED, 61.2076, 61.2076, 24358
722358, AMT_PRD_USED, 1002.24, 6.6617, 24358
751567, ACRE_TREATED, .4, 33.09, 25399
751588, ACRE_TREATED, .4, 33.09, 25400
715737, LBS_PRD_USED, 9.9668, 9.9668, 24270
715737, AMT_PRD_USED, 1401.6, 138.6985, 24270
715741, LBS_PRD_USED, 6.8266, 6.8266, 24271
715741, AMT_PRD_USED, 960, 94.9989, 24271
715745, LBS_PRD_USED, 4.2325, 4.2325, 24272
715745, AMT_PRD_USED, 595.2, 58.8994, 24272
715749, LBS_PRD_USED, 4.7786, 4.7786, 24273
715749, AMT_PRD_USED, 672, 66.4993, 24273
715753, LBS_PRD_USED, 5.7343, 5.7343, 24274
715753, AMT_PRD_USED, 806.4, 79.7991, 24274
715757, LBS_PRD_USED, 5.8708, 5.8708, 24275
715757, AMT_PRD_USED, 825.6, 81.6991, 24275
723891, ACRE_TREATED, .25, 2.86, 24379
723892, ACRE_TREATED, .25, 1.31, 24380
1128349, LBS_PRD_USED, 9.0598, 9.0598, 33934
1128349, AMT_PRD_USED, 5.64, 1.0344, 33934
751696, ACRE_TREATED, .3, 21.58, 25403
685102, LBS_PRD_USED, .4991, .4991, 23583
685102, AMT_PRD_USED, 5, .2607, 23583
701644, GROWER_ID, 541854VC024, 542254VC024, 23924
701647, GROWER_ID, 541854VC060, 542254VC060, 23925
701648, GROWER_ID, 541854VC060, 542254VC060, 23926
701688, GROWER_ID, 541854VC060, 542254VC060, 23930
701689, GROWER_ID, 541854VC060, 542254VC060, 23931
701690, GROWER_ID, 541854VC060, 542254VC060, 23932
701691, GROWER_ID, 541854VC060, 542254VC060, 23933
701692, GROWER_ID, 541854VC060, 542254VC060, 23934
701957, GROWER_ID, 541854VC016, 542254VC016, 23945
701958, GROWER_ID, 541854VC016, 542254VC016, 23946
701959, GROWER_ID, 541854VC016, 542254VC016, 23947
715905, LBS_PRD_USED, 4.9151, 4.9151, 24277
715905, AMT_PRD_USED, 691.2, 68.3992, 24277
715909, LBS_PRD_USED, 4.9151, 4.9151, 24278
715909, AMT_PRD_USED, 691.2, 68.3992, 24278
585460, ACRE_PLANTED, 750, 642.76, 20686
585461, ACRE_PLANTED, 750, 642.76, 20687
678524, ACRE_TREATED, .12, 2.5, 23421
723143, LBS_PRD_USED, .0161, .0161, 24370
723143, AMT_PRD_USED, 1.5, .257, 24370
723146, LBS_PRD_USED, .0321, .0321, 24371
723146, AMT_PRD_USED, 4, .5142, 24371
722576, LBS_PRD_USED, .0643, .0643, 24359
722576, AMT_PRD_USED, 6, 1.0285, 24359
751492, ACRE_TREATED, .5, 56.11, 25395
751527, ACRE_TREATED, .5, 56.11, 25396
823035, GROWER_ID, 541854VC016, 542254VC016, 26677
823048, GROWER_ID, 541854VC024, 542254VC024, 26678
823049, GROWER_ID, 541854VC024, 542254VC024, 26679
4015166, RANGE, 00, ?, 146277
4015167, TOWNSHIP, 00, ?, 146278
4015167, RANGE, 00, ?, 146279
4015168, RANGE, 00, ?, 146282
4015183, TOWNSHIP, 00, ?, 146289
4015183, RANGE, 00, ?, 146290
722630, SITE_CODE, 013001, -1, 24361
676353, LBS_PRD_USED, .0085, .0085, 23226
676353, AMT_PRD_USED, 37.5, .1194, 23226
721783, LBS_PRD_USED, 1.4681, 1.4681, 24356
721783, AMT_PRD_USED, 16.5, 1.4681, 24356
722769, LBS_PRD_USED, 106.2835, 106.2835, 24363
722769, AMT_PRD_USED, 1210, 14.2704, 24363
779818, LBS_PRD_USED, 21.0516, 21.0516, 25857
779818, AMT_PRD_USED, 287, 2.4092, 25857
1129878, LBS_PRD_USED, 34.4271, 34.4271, 33946
1129878, AMT_PRD_USED, 21.43, 3.9309, 33946
675841, LBS_PRD_USED, 11.7063, 11.7063, 23221
675841, AMT_PRD_USED, 1349, 149.8757, 23221
676411, LBS_PRD_USED, .1063, .1063, 23228
676411, AMT_PRD_USED, 8, 1.7749, 23228
707570, ACRE_PLANTED, 1451, 641.63, 24050
707571, ACRE_PLANTED, 1451, 641.63, 24051
707572, ACRE_PLANTED, 1451, 641.63, 24052
707573, ACRE_PLANTED, 1451, 641.63, 24053
707574, ACRE_PLANTED, 1451, 641.63, 24054
707575, ACRE_PLANTED, 1451, 641.63, 24055
707576, ACRE_PLANTED, 1451, 641.63, 24056
719047, SITE_CODE, 013001, -1, 24320
713105, LBS_PRD_USED, .4493, .4493, 24159
713105, AMT_PRD_USED, 35, 6.673, 24159
713119, LBS_PRD_USED, .5103, .5103, 24160
713119, AMT_PRD_USED, 31.75, 7.5786, 24160
718445, LBS_PRD_USED, .0161, .0161, 24312
718445, AMT_PRD_USED, 1.5, .257, 24312
713205, LBS_PRD_USED, .101, .101, 24163
713205, AMT_PRD_USED, 4.5, 1.4147, 24163
713215, LBS_PRD_USED, .0516, .0516, 24165
713215, AMT_PRD_USED, 3.5, .6893, 24165
713219, LBS_PRD_USED, .0183, .0183, 24166
713219, AMT_PRD_USED, 1, .2442, 24166
720549, LBS_PRD_USED, .0161, .0161, 24341
720549, AMT_PRD_USED, 2, .2571, 24341
720555, LBS_PRD_USED, .0161, .0161, 24342
720555, AMT_PRD_USED, 2, .2571, 24342
720557, LBS_PRD_USED, .072, .072, 24343
720557, AMT_PRD_USED, 4, 1.1186, 24343
1091156, LBS_PRD_USED, .0094, .0094, 32872
1091156, AMT_PRD_USED, 80, .0011, 32872
676616, LBS_PRD_USED, .0648, .0648, 23234
676616, AMT_PRD_USED, 8, 1.0819, 23234
676620, LBS_PRD_USED, .0972, .0972, 23235
676620, AMT_PRD_USED, 16, 1.6232, 23235
713249, LBS_PRD_USED, 1.043, 1.043, 24168
713249, AMT_PRD_USED, 65, 15.4908, 24168
1127869, LBS_PRD_USED, 39.5323, 39.5323, 33930
1127869, AMT_PRD_USED, 24.61, 4.5138, 33930
1091348, LBS_PRD_USED, .2199, .2199, 32879
1091348, AMT_PRD_USED, 4440, 109.3311, 32879
677694, LBS_PRD_USED, .0406, .0406, 23293
677694, AMT_PRD_USED, 24000, .6786, 23293
677712, ACRE_TREATED, .12, 5, 23307
711902, ACRE_TREATED, .01, 6.42, 24127
723588, LBS_PRD_USED, .0161, .0161, 24375
723588, AMT_PRD_USED, 2, .2571, 24375
718567, SITE_CODE, 013001, -1, 24313
718568, SITE_CODE, 013001, -1, 24314
2548538, LBS_PRD_USED, 1.3184, 1.3184, 70786
2548538, AMT_PRD_USED, 1.33, .1475, 70786
713358, LBS_PRD_USED, .7721, .7721, 24173
713358, AMT_PRD_USED, 28, .0682, 24173
720032, LBS_PRD_USED, .0321, .0321, 24332
720032, AMT_PRD_USED, 4, .5142, 24332
717068, ACRE_TREATED, .25, 1.07, 24293
706946, ACRE_PLANTED, 1451, 641.63, 24034
706947, ACRE_PLANTED, 1451, 641.63, 24035
706948, ACRE_PLANTED, 1451, 641.63, 24036
706949, ACRE_PLANTED, 1451, 641.63, 24037
712965, ACRE_TREATED, .25, 1.05, 24152
712981, LBS_PRD_USED, 1.2837, 1.2837, 24153
712981, AMT_PRD_USED, 80, 19.0654, 24153
717455, LBS_PRD_USED, 90.9119, 90.9119, 24303
717455, AMT_PRD_USED, 1035, 12.2065, 24303
718870, LBS_PRD_USED, .433, .433, 24317
718870, AMT_PRD_USED, 40, .1969, 24317
721092, ACRE_TREATED, .5, 1.64, 24350
876108, LBS_PRD_USED, .4241, .4241, 27945
876108, AMT_PRD_USED, 28, 5.4303, 27945
1252081, LBS_PRD_USED, .969, .969, 39073
1252081, AMT_PRD_USED, 309, 13.8298, 39073
1252083, LBS_PRD_USED, .969, .969, 39074
1252083, AMT_PRD_USED, 309, 13.8298, 39074
4015243, TOWNSHIP, 00, ?, 146310
4015244, TOWNSHIP, 00, ?, 146312
4015247, TOWNSHIP, 00, ?, 146316
4015247, LBS_PRD_USED, .0001, .0001, 146318
4015253, RANGE, 00, ?, 146320
565700, ACRE_PLANTED, 811, 687.52, 19834
565701, ACRE_PLANTED, 811, 687.52, 19835
565702, ACRE_PLANTED, 811, 687.52, 19836
565703, ACRE_PLANTED, 811, 687.52, 19837
565704, ACRE_PLANTED, 811, 687.52, 19838
565705, ACRE_PLANTED, 811, 687.52, 19839
565706, ACRE_PLANTED, 811, 687.52, 19840
565707, ACRE_PLANTED, 811, 687.52, 19841
4015424, RANGE, 00, ?, 146340
4015458, RANGE, 00, ?, 146352
1145096, LBS_PRD_USED, .4217, .4217, 34678
1145096, AMT_PRD_USED, 6, .4217, 34678
1159786, GROWER_ID, 11181100416, 11221100416, 35169
1159787, GROWER_ID, 11181100416, 11221100416, 35170
1159788, GROWER_ID, 11181100416, 11221100416, 35171
1159789, GROWER_ID, 11181100416, 11221100416, 35172
1159790, GROWER_ID, 11181100416, 11221100416, 35173
1159791, GROWER_ID, 11181100416, 11221100416, 35174
1159792, GROWER_ID, 11181100416, 11221100416, 35175
1159793, GROWER_ID, 11181100416, 11221100416, 35176
1159808, GROWER_ID, 11181100416, 11221100416, 35177
1159811, GROWER_ID, 11181100416, 11221100416, 35178
1159812, GROWER_ID, 11181100416, 11221100416, 35179
1159813, GROWER_ID, 11181100416, 11221100416, 35180
1159814, GROWER_ID, 11181100416, 11221100416, 35181
1159815, GROWER_ID, 11181100416, 11221100416, 35182
1159816, GROWER_ID, 11181100416, 11221100416, 35183
1159817, GROWER_ID, 11181100416, 11221100416, 35184
1159818, GROWER_ID, 11181100416, 11221100416, 35185
3947739, LBS_PRD_USED, 1.2531, 1.2531, 126838
3947739, AMT_PRD_USED, 180000, 21.0675, 126838
3947740, LBS_PRD_USED, 1.2531, 1.2531, 126839
3947740, AMT_PRD_USED, 180000, 21.0675, 126839
